group_sha,source,n_inc,n_dec,n_items,auto_type,negation_present,jaccard_mean,entity_overlap_mean,evidence_seen_in_discovery600,inc_item_ids,dec_item_ids,evidence
0f8d32ec1c,fever,5,5,10,indirect_contradiction,no,0.2898,0.28,False,"g24a_fever_119212,g24a_fever_147486,g24a_fever_151393,g24a_fever_2910,g24a_fever_43905","g24a_fever_101212,g24a_fever_118940,g24a_fever_128204,g24a_fever_148674,g24a_fever_43906",Aarhus ([ˈɒːhuːˀs]; officially spelled Århus from 1948 until 31 December 2010) is the second-largest city in Denmark and the seat of Aarhus municipality.
0fdc644afb,fever,4,6,10,indirect_contradiction,no,0.2822,0.2694,False,"g24a_fever_166637,g24a_fever_166639,g24a_fever_166645,g24a_fever_166646","g24a_fever_166634,g24a_fever_166640,g24a_fever_166647,g24a_fever_166648,g24a_fever_166650,g24a_fever_166659","Born in New Orleans, Rice spent much of her early life there before moving to Texas, and later to San Francisco."
101f2b65d4,fever,3,1,4,explicit_negation,yes,0.3272,0.6667,False,"g24a_fever_20603,g24a_fever_315,g24a_fever_43806",g24a_fever_316,"Yemen is the second-largest country in the peninsula, occupying 527,970 km2 (203,850 sq mi)."
102b3a8a79,fever,2,1,3,explicit_negation,yes,0.5278,0.5,False,"g24a_fever_46127,g24a_fever_90894",g24a_fever_71809,"Gary Ross directed the first film, while Francis Lawrence directed the next three films."
1073df0316,fever,3,7,10,indirect_contradiction,no,0.2896,1.0,False,"g24a_fever_121683,g24a_fever_147526,g24a_fever_1606","g24a_fever_102528,g24a_fever_138743,g24a_fever_139174,g24a_fever_142728,g24a_fever_50799,g24a_fever_88023,g24a_fever_99461","Personality is a set of individual differences that are affected by the development of an individual: values, attitudes, personal memories, social relationships, habits, and skills."
109dc4d076,fever,1,2,3,numeric_value,no,0.6667,0.0,True,g24a_fever_9642,"g24a_fever_108634,g24a_fever_78179","They first performed the song live at the 2014 MTV Europe Music Awards pre-show and would make later appearances on Good Morning America, Access Hollywood Live, The Talk, the Today Show and The Ellen DeGeneres Show. The 2014 MTV EMAs (also known as the MTV Europe Music Awards) were held at The SSE Hydro, Glasgow, Scotland on 9 November 2014."
112f289733,fever,5,8,13,exclusive_alternative,no,0.2924,0.3513,True,"g24a_fever_191420,g24a_fever_191442,g24a_fever_191443,g24a_fever_191445,g24a_fever_191446","g24a_fever_191425,g24a_fever_191426,g24a_fever_191428,g24a_fever_191430,g24a_fever_191435,g24a_fever_191439,g24a_fever_191440,g24a_fever_191441","Keith Urban (also known as Keith Urban II) is the second studio album by Australian country music artist Keith Urban, released on 19 October 1999 by Capitol Nashville."
11853253f0,fever,4,4,8,numeric_value,no,0.3835,0.3333,False,"g24a_fever_1536,g24a_fever_44801,g24a_fever_4499,g24a_fever_47598","g24a_fever_14837,g24a_fever_152414,g24a_fever_4500,g24a_fever_9643","They first performed the song live at the 2014 MTV Europe Music Awards pre-show and would make later appearances on Good Morning America, Access Hollywood Live, The Talk, the Today Show and The Ellen DeGeneres Show."
1194a2f508,fever,1,2,3,indirect_contradiction,no,0.1909,0.2667,False,g24a_fever_99942,"g24a_fever_102297,g24a_fever_127777","They achieved mainly local success, but appeared as an opening band for Culture Club, Eurythmics, and Information Society."
11d8b36611,fever,6,6,12,explicit_negation,yes,0.305,0.4907,False,"g24a_fever_206434,g24a_fever_206436,g24a_fever_206441,g24a_fever_206449,g24a_fever_206454,g24a_fever_206457","g24a_fever_206437,g24a_fever_206447,g24a_fever_206453,g24a_fever_206458,g24a_fever_206459,g24a_fever_206465",Uta Thyra Hagen (12 June 1919 -- 14 January 2004) was an American actress and theatre practitioner.
11df23f592,fever,7,3,10,exclusive_alternative,no,0.4102,0.5246,False,"g24a_fever_161530,g24a_fever_161542,g24a_fever_161547,g24a_fever_161560,g24a_fever_161571,g24a_fever_161574,g24a_fever_161578","g24a_fever_161527,g24a_fever_161570,g24a_fever_161575",His 2008 film Australia is an epic historical romantic drama film starring Hugh Jackman and Nicole Kidman.
12046be3fc,fever,4,7,11,explicit_negation,yes,0.4126,0.8571,False,"g24a_fever_106832,g24a_fever_124244,g24a_fever_35574,g24a_fever_93998","g24a_fever_120655,g24a_fever_2374,g24a_fever_32487,g24a_fever_50413,g24a_fever_62828,g24a_fever_68000,g24a_fever_79644","Anthony Scaramucci (born January 6, 1964) is an American entrepreneur, financier, political figure, and author."
1218a84f66,fever,1,1,2,indirect_contradiction,no,0.4,1.0,False,g24a_fever_23925,g24a_fever_118664,Laura Robson (born 21 January 1994) is a British tennis player and an Olympic Mixed Doubles silver medalist.
123f16a8df,fever,6,6,12,exclusive_alternative,no,0.3808,0.528,False,"g24a_fever_103742,g24a_fever_130289,g24a_fever_141058,g24a_fever_160593,g24a_fever_70421,g24a_fever_84709","g24a_fever_120644,g24a_fever_121636,g24a_fever_160362,g24a_fever_160481,g24a_fever_89734,g24a_fever_99551","Buffy the Vampire Slayer is an American television series created by Joss Whedon under his production tag, Mutant Enemy Productions with later co-executive producers being Jane Espenson, David Fury, David Greenwalt, Doug Petrie, Marti Noxon, and David Solomon."
1243b3bd5c,fever,1,1,2,explicit_negation,yes,0.375,1.0,False,g24a_fever_75021,g24a_fever_81192,"Introduced in the first Kingdom Hearts game in 2002, Sora is portrayed as a cheerful teenager who lives in the Destiny Islands and has been best friends with Riku and Kairi since childhood."
1275f297ec,fever,2,1,3,explicit_negation,yes,0.9,0.5,False,"g24a_fever_41820,g24a_fever_57421",g24a_fever_41821,"Benjamin Hammond Haggerty (born June 19, 1983), known by his stage name Macklemore ([ˈmæk.ləmɔr]) and formerly Professor Mack Lemore, is an American hip hop recording artist from Kent, Washington."
127f335269,fever,1,1,2,exclusive_alternative,no,0.1429,0.3333,False,g24a_fever_87993,g24a_fever_153914,"The ABC islands are the three western-most islands of the Leeward Antilles in the Caribbean Sea that lie north of Falcón State, Venezuela. From west to east they are, in order Aruba, Curaçao, and Bonaire."
12862bb2aa,fever,3,3,6,numeric_value,no,0.4336,0.6296,False,"g24a_fever_101661,g24a_fever_47992,g24a_fever_54615","g24a_fever_114463,g24a_fever_123823,g24a_fever_130226","In April 2011, the feature film Soul Surfer was released. Soul Surfer is a 2011 American biographical drama film directed by Sean McNamara, based on the 2004 autobiography Soul Surfer: A True Story of Faith, Family, and Fighting to Get Back on the Board by Bethany Hamilton about her life as a surfer after a horrific shark attack and her recovery."
129337fbf0,fever,2,1,3,numeric_value,no,0.5,0.8333,False,"g24a_fever_127180,g24a_fever_20457",g24a_fever_73564,"Founded in 1961 it has been considered one of the world's most prominent fashion houses and known for its modern and iconic pieces, such as its tuxedo jackets for women."
12a4c469bd,fever,1,2,3,indirect_contradiction,no,0.575,0.4167,False,g24a_fever_3145,"g24a_fever_157546,g24a_fever_49785","As of April 2017, she is one of the top 15 most followed celebrities on Instagram."
12bb85bfda,fever,2,1,3,exclusive_alternative,no,0.381,0.625,False,"g24a_fever_165860,g24a_fever_165876",g24a_fever_165870,She first appeared in the 1992 film Buffy the Vampire Slayer before going on to appear in the television series and subsequent comic book of the same name.
12d3403357,fever,1,1,2,indirect_contradiction,no,0.4,1.0,True,g24a_fever_29675,g24a_fever_112302,"The Los Alamos Laboratory, also known as Project Y, was a secret laboratory established by the Manhattan Project and operated by the University of California during World War II."
12eac1d2fd,fever,7,10,17,explicit_negation,yes,0.3105,0.3428,True,"g24a_fever_100358,g24a_fever_100967,g24a_fever_103951,g24a_fever_121093,g24a_fever_121094,g24a_fever_158383,g24a_fever_160864","g24a_fever_104152,g24a_fever_106115,g24a_fever_133963,g24a_fever_143060,g24a_fever_152634,g24a_fever_160304,g24a_fever_160414,g24a_fever_160932,g24a_fever_160985,g24a_fever_161094","French Indochina (previously spelled as French Indo-China) (Indochine française សហភ ពឥណ ឌ ច ន Đông Dương thuộc Pháp, [ɗə̄wŋm jɨ̄əŋ tʰûək fǎp], frequently abbreviated to Đông Pháp; ຝຣັ່ງແຫຼັມອິນດູຈີນ Cantonese:), officially known as the Indochinese Union (Union indochinoise) after 1887 and the Indochinese Federation (Fédération indochinoise) after 1947, was a grouping of French colonial territories in Southeast Asia."
12eb523a35,fever,1,5,6,exclusive_alternative,no,0.3353,0.3314,False,g24a_fever_213453,"g24a_fever_213428,g24a_fever_213435,g24a_fever_213436,g24a_fever_213437,g24a_fever_213449","The Originals is an American television series that began airing on The CW on October 3, 2013."
12ed8aab45,fever,1,1,2,explicit_negation,yes,0.3333,1.0,False,g24a_fever_57622,g24a_fever_153101,"In 1990, the Bharat Ratna, India's highest civilian award, was posthumously conferred upon Ambedkar."
1362a1d4ca,fever,3,7,10,indirect_contradiction,no,0.6075,0.6794,False,"g24a_fever_133783,g24a_fever_17451,g24a_fever_76165","g24a_fever_100280,g24a_fever_126292,g24a_fever_139147,g24a_fever_145562,g24a_fever_156686,g24a_fever_17452,g24a_fever_76166","Camden is a city in Camden County, New Jersey."
136ca632ae,fever,1,3,4,indirect_contradiction,no,0.1778,1.0,False,g24a_fever_150148,"g24a_fever_23381,g24a_fever_57899,g24a_fever_61870","Flaked is an American comedy web television series that stars Will Arnett, who developed it alongside the creator/executive producer of Arrested Development, Mitch Hurwitz."
1384ad440f,fever,4,4,8,exclusive_alternative,no,0.3842,0.3635,True,"g24a_fever_228324,g24a_fever_228334,g24a_fever_228335,g24a_fever_228351","g24a_fever_228318,g24a_fever_228320,g24a_fever_228341,g24a_fever_228343","It was founded by Chris Blackwell, Graeme Goodall and Leslie Kong in Jamaica in 1959."
13bbced4e0,fever,1,1,2,indirect_contradiction,no,0.6,1.0,False,g24a_fever_139037,g24a_fever_90666,Star Trek: Discovery is an upcoming American television series created by Bryan Fuller and Alex Kurtzman for CBS All Access.
1442b7b32a,fever,2,2,4,indirect_contradiction,no,0.45,1.0,False,"g24a_fever_168920,g24a_fever_168929","g24a_fever_168922,g24a_fever_168935","The Boeing 767 is a mid - to large-size, long-range, wide-body twin-engine jet airliner built by Boeing Commercial Airplanes."
14c501fecc,fever,8,9,17,exclusive_alternative,no,0.3606,0.634,False,"g24a_fever_117656,g24a_fever_154339,g24a_fever_36885,g24a_fever_41265,g24a_fever_41266,g24a_fever_66201,g24a_fever_68758,g24a_fever_75137","g24a_fever_126220,g24a_fever_133176,g24a_fever_141561,g24a_fever_156664,g24a_fever_36886,g24a_fever_46464,g24a_fever_84040,g24a_fever_88383,g24a_fever_93732","Carlos Santana (born July 20, 1947) is a Mexican and American musician who first became famous in the late 1960s and early 1970s with his band, Santana, which pioneered a fusion of rock and Latin American music."
150ab749d7,fever,3,4,7,exclusive_alternative,no,0.6744,0.95,False,"g24a_fever_125930,g24a_fever_136376,g24a_fever_8483","g24a_fever_141846,g24a_fever_158244,g24a_fever_21211,g24a_fever_78448",The 2003 NCAA Division I Men's Basketball Tournament involved 65 schools playing in single-elimination play to determine the national champion of men's NCAA Division I college basketball.
152d69b74c,fever,5,5,10,numeric_value,no,0.3834,0.48,False,"g24a_fever_218237,g24a_fever_218238,g24a_fever_218240,g24a_fever_218243,g24a_fever_218244","g24a_fever_218242,g24a_fever_218245,g24a_fever_218246,g24a_fever_218248,g24a_fever_218249","With an area of almost 1.8 e6km2, Libya is the fourth largest country in Africa, and is the 16th largest country in the world."
153c170188,scifact,1,1,2,indirect_contradiction,no,0.7143,1.0,False,g24a_scifact_1238,g24a_scifact_1237,"Adverse events were reported by 63% to 86% (371 of 490 patients) in the oral semaglutide groups, 81% (56 of 69 patients) in the subcutaneous semaglutide group, and 68% (48 of 71 patients) in the placebo group; mild to moderate gastrointestinal events were most common."
155ada1ff9,fever,3,5,8,numeric_value,no,0.5326,0.5889,False,"g24a_fever_211271,g24a_fever_211277,g24a_fever_211286","g24a_fever_211287,g24a_fever_211288,g24a_fever_211291,g24a_fever_211294,g24a_fever_211304","On Monday, July 11, 2011, the series began its seventh and final season, having finished its sixth season as cable's highest rated drama."
156a88c227,fever,2,3,5,explicit_negation,yes,0.5333,0.5,False,"g24a_fever_13868,g24a_fever_18294","g24a_fever_18295,g24a_fever_34755,g24a_fever_88763","He is one of the Twelve Olympians, and the son of Zeus and Hera."
15a6c5f2af,fever,1,2,3,indirect_contradiction,no,0.375,0.75,False,g24a_fever_100038,"g24a_fever_131251,g24a_fever_25089","As of 2015, Ripon College's student body stood at around 840, the majority of whom live on campus."
15c2b27f52,fever,6,11,17,exclusive_alternative,no,0.2884,0.3929,False,"g24a_fever_172460,g24a_fever_172461,g24a_fever_172465,g24a_fever_172472,g24a_fever_172479,g24a_fever_172485","g24a_fever_172466,g24a_fever_172468,g24a_fever_172469,g24a_fever_172471,g24a_fever_172474,g24a_fever_172478,g24a_fever_172481,g24a_fever_172482,g24a_fever_172483,g24a_fever_172484,g24a_fever_172487",Matteo Renzi ([matˈtɛːo ˈrɛntsi]; born 11 January 1975) is an Italian politician who served as the Prime Minister of Italy from February 2014 until December 2016.
15f8961833,fever,4,1,5,antonym_opposite,no,0.275,1.0,False,"g24a_fever_14388,g24a_fever_34829,g24a_fever_34830,g24a_fever_45180",g24a_fever_44497,"Major neuromodulators in the central nervous system include dopamine, serotonin, acetylcholine, histamine, and norepinephrine."
160a275097,fever,3,3,6,numeric_value,no,0.3623,0.2963,False,"g24a_fever_17063,g24a_fever_46262,g24a_fever_9023","g24a_fever_110683,g24a_fever_17064,g24a_fever_20261","The son of King John and Isabella of Angoulême, Henry assumed the throne when he was only nine in the middle of the First Barons' War."
161b931e0c,fever,2,2,4,explicit_negation,yes,0.6652,0.5,False,"g24a_fever_35843,g24a_fever_69759","g24a_fever_115993,g24a_fever_35844","The series stars James Roday as Shawn Spencer, a young crime consultant for the Santa Barbara Police Department whose ""heightened observational skills"" and impressive detective instincts allow him to convince people that he solves cases with psychic abilities. James Roday ([roʊˈdeɪ] born James David Rodriguez; April 4, 1976) is an American actor, director and screenwriter."
1679ca4d66,fever,6,6,12,explicit_negation,yes,0.3999,0.5231,False,"g24a_fever_116937,g24a_fever_148055,g24a_fever_15834,g24a_fever_31963,g24a_fever_41829,g24a_fever_57339","g24a_fever_103568,g24a_fever_119405,g24a_fever_120319,g24a_fever_13473,g24a_fever_61327,g24a_fever_82376","Shane Black (born December 16, 1961) is an American screenwriter, director, producer and actor, known for writing the 1987 action film hit Lethal Weapon, and his directorial debut with the film Kiss Kiss Bang Bang in 2005."
16c799f0d8,fever,8,6,14,indirect_contradiction,no,0.3209,0.5608,False,"g24a_fever_120140,g24a_fever_123561,g24a_fever_123947,g24a_fever_152079,g24a_fever_27753,g24a_fever_51097,g24a_fever_5420,g24a_fever_68853","g24a_fever_100400,g24a_fever_152811,g24a_fever_36353,g24a_fever_51098,g24a_fever_5421,g24a_fever_60080","Born in Lawton, Oklahoma and raised in Anaheim, California, Hillenburg became fascinated with the ocean as a child and also developed an interest in art."
16d7533f17,fever,3,3,6,numeric_value,no,0.5302,0.4815,True,"g24a_fever_129305,g24a_fever_135113,g24a_fever_52924","g24a_fever_151226,g24a_fever_54384,g24a_fever_63436","It was released in Canada, Ireland, and the United Kingdom on March 9, 2012 and in the United States on April 27, 2012."
